,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Strength,Ingredient Total
329,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,2414.9
330,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,2414.9
331,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,2414.9
332,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,2414.9
333,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,2414.9
334,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,2397.0
335,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,2397.0
336,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,2397.0
337,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,2397.0
338,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,2397.0
339,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,2375.3
340,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,2375.3
341,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,2375.3
342,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,2375.3
343,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,2375.3
344,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,2383.3
345,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,2383.3
346,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,2383.3
347,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,2383.3
348,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,2383.3
349,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,2381.8
350,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,2381.8
351,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,2381.8
352,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,2381.8
353,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,2381.8
354,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,2415.6000000000004
355,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,2415.6000000000004
356,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,2415.6000000000004
357,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,2415.6000000000004
358,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,2415.6000000000004
359,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,2417.7
360,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,2417.7
361,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,2417.7
362,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,2417.7
363,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,2417.7
364,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,2350.7
365,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,2350.7
366,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,2350.7
367,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,2350.7
368,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,2350.7
369,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,2386.4
370,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,2386.4
371,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,2386.4
372,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,2386.4
373,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,2386.4
374,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,2356.5
375,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,2356.5
376,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,2356.5
377,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,2356.5
378,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,2356.5
379,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,2463.0
380,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,2416.9
381,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,2477.9
382,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,2420.0
383,451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,2402.3
384,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,2289.2
385,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,2405.2
386,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,2359.9
387,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,2375.2
388,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,2370.0
389,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,2440.7
390,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,2440.7
391,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,2360.0
392,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,2346.4
393,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,2313.9
394,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,2395.0
395,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,2395.0
396,516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,2289.3
397,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,2282.7
398,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,2301.4
399,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,2325.9
400,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,2353.5
401,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,2352.5
402,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,2361.6
403,356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,2362.0
404,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,2342.4
405,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,2348.0
406,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,2378.9
407,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,2361.2
408,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,2364.0
409,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,2362.1
410,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,2382.0
411,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,2368.1000000000004
412,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,2358.7
413,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,2362.9
414,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,2369.9
415,250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,2348.8999999999996
416,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,2374.1
417,194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,2372.7
418,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,2366.3
419,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,2378.9
420,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,2361.2
421,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,2364.0
422,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,2362.1
423,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,2382.0
424,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,2368.1000000000004
425,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,2358.7
426,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,2362.9
427,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,2369.9
428,250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,2348.8999999999996
429,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,2374.1
430,194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,2372.7
431,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,2366.3
432,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,2378.9
433,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,2361.2
434,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,2364.0
435,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,2362.1
436,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,2382.0
437,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,2368.1000000000004
438,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,2358.7
439,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,2362.9
440,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,2369.9
441,250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,2348.8999999999996
442,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,2374.1
443,194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,2372.7
444,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,2366.3
445,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,2378.9
446,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,2361.2
447,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,2364.0
448,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,2362.1
449,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,2382.0
450,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,2368.1000000000004
451,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,2358.7
452,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,2362.9
453,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,2369.9
454,250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,2348.8999999999996
455,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,2374.1
456,194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,2372.7
457,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,2366.3
458,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,2378.9
459,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,2361.2
460,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,2364.0
461,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,2362.1
462,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,2382.0
463,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,2368.1000000000004
464,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,2358.7
465,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,2362.9
466,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,2369.9
467,250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,2348.8999999999996
468,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,2374.1
469,194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,2372.7
470,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,2366.3
471,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,2401.6
472,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,2401.6
473,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,2401.6
474,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,2400.3
475,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,2401.6
476,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,2401.6
477,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,2401.6
478,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,2401.6
479,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,2401.6
480,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,2401.6
481,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,2401.6
482,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,2401.6
483,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,2401.6
484,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,2400.3
485,387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24,2455.3
486,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,2454.9
487,387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,2452.6
488,387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75,2455.3
489,387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,2454.9
490,387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77,2452.6
491,387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,2455.3
492,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,2454.9
493,387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,2452.6
494,387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,2455.3
495,387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,2454.9
496,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46,2452.6
497,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,2467.1
498,355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,2466.3
499,491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,2434.9
500,491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,2365.9
501,491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,2434.9
502,491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,2434.9
503,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,2434.9
504,491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,2365.9
505,491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92,2365.9
506,491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,2365.9
507,424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,2336.5
508,424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,2396.5
509,424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,2326.9
510,424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0,2336.5
511,424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,2336.5
512,424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11,2326.9
513,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29,2326.9
514,424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,2326.9
515,202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97,2304.7
516,202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85,2304.7
517,202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07,2304.7
518,202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,2304.7
519,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,2267.5
520,284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4,2267.5
521,284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13,2267.5
522,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,2267.5
523,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94,2426.9
524,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49,2426.9
525,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12,2426.9
526,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,2426.9
527,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,2426.9
528,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61,2426.9
529,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,2426.9
530,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78,2426.9
531,436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85,2212.1000000000004
532,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,2289.5
533,289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65,2289.5
534,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,2311.2
535,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,2311.2
536,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6,2311.2
537,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94,2320.4
538,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57,2320.4
539,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,2320.4
540,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4,2320.4
541,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62,2298.8
542,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86,2281.8
543,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,2281.8
544,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,2289.5
545,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75,2281.8
546,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97,2298.8
547,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,2298.8
548,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57,2289.5
549,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68,2298.8
550,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,2311.2
551,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2,2281.8
552,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62,2357.6
553,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42,2390.6000000000004
554,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,2357.6
555,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94,2367.1000000000004
556,193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63,2371.8999999999996
557,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24,2362.3999999999996
558,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77,2367.1000000000004
559,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44,2390.6000000000004
560,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75,2353.0
561,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,2357.6
562,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,2355.3
563,210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82,2378.8
564,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,2357.6
565,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,2342.2
566,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05,2362.3999999999996
567,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,2360.3999999999996
568,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45,2357.6
569,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49,2456.0
570,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,2342.2
571,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7,2385.8999999999996
572,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,2353.0
573,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7,2378.8
574,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,2360.3999999999996
575,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58,2331.8999999999996
576,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18,2348.3999999999996
577,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2,2360.3999999999996
578,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2,2371.8999999999996
579,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63,2360.3999999999996
580,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86,2371.8999999999996
581,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37,2367.1000000000004
582,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73,2262.3999999999996
583,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81,2378.8
584,228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92,2385.8999999999996
585,290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04,2371.8999999999996
586,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,2456.0
587,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91,2357.6
588,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,2343.7
589,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,2348.3999999999996
590,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34,2331.8999999999996
591,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,2334.1
592,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,2355.3
593,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,2334.1
594,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44,2378.8
595,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,2343.7
596,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73,2262.3999999999996
597,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38,2367.1000000000004
598,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22,2285.0
599,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97,2285.0
600,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,2285.0
601,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04,2285.0
602,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,2285.0
603,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45,2285.0
604,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,2285.0
605,236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47,2283.0
606,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84,2283.0
607,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42,2283.0
608,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,2283.0
609,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,2282.0
610,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08,2282.0
611,277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26,2292.0
612,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,2292.0
613,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36,2292.0
614,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25,2292.0
615,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33,2292.0
616,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7,2292.0
617,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31,2283.0
618,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94,2283.0
619,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63,2283.0
620,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79,2283.0
621,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49,2280.0
622,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15,2280.0
623,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54,2280.0
624,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53,2280.0
625,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92,2280.0
626,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99,2282.0
627,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84,2350.0
628,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25,2350.0
629,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,2352.0
630,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34,2352.0
631,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54,2355.0
632,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57,2355.0
633,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2,2354.0
634,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5,2354.0
635,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58,2354.0
636,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85,2354.0
637,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06,2357.0
638,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21,2357.0
639,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7,2357.0
640,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14,2357.0
641,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73,2352.0
642,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87,2352.0
643,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28,2356.0
644,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29,2356.0
645,203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54,2305.7
646,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,2292.2
647,157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38,2301.6000000000004
648,141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89,2277.1
649,166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,2288.7
650,122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19,2268.3
651,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9,2269.2
652,102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57,2276.0
653,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,2276.0
654,122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.29,2268.3
655,166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,2288.7
656,200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41,2296.6000000000004
657,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59,2261.4
658,305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89,2308.7
659,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23,2261.4
